,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2020-04-06 00:00:00-04:00,60.88817032671101,63.85127936413574,60.51930084799207,63.69596862792969,201820400,0.0,0.0
1,2020-04-07 00:00:00-04:00,65.71746898385814,65.93588600447147,62.853859800879945,62.95820999145508,202887200,0.0,0.0
2,2020-04-08 00:00:00-04:00,63.76147775323179,64.88508270225176,63.395037501230945,64.5696029663086,168895200,0.0,0.0
3,2020-04-09 00:00:00-04:00,65.20786042767898,65.54032952455171,64.2371442763535,65.03555297851562,161834800,0.0,0.0
4,2020-04-13 00:00:00-04:00,65.11320728466447,66.42125075775364,64.51136064871955,66.31204223632812,131022800,0.0,0.0
5,2020-04-14 00:00:00-04:00,67.95014147271534,69.95224385539356,67.47691431078215,69.66102600097656,194994800,0.0,0.0
6,2020-04-15 00:00:00-04:00,68.5325465687292,69.48627323972364,68.10300741459568,69.02518463134766,131154400,0.0,0.0
7,2020-04-16 00:00:00-04:00,69.74111095168836,69.94010956261418,68.52043554980419,69.57366180419922,157125200,0.0,0.0
8,2020-04-17 00:00:00-04:00,69.08827495177604,69.63673178110686,67.1880945136113,68.62960815429688,215250000,0.0,0.0
9,2020-04-20 00:00:00-04:00,67.4526460174679,68.35783414900595,67.18569757688921,67.20510864257812,130015200,0.0,0.0
10,2020-04-21 00:00:00-04:00,67.04736932204841,67.2827683027009,64.41430008220807,65.12777709960938,180991600,0.0,0.0
11,2020-04-22 00:00:00-04:00,66.39940158614417,67.4404966317663,66.05723069304202,67.00367736816406,116862400,0.0,0.0
12,2020-04-23 00:00:00-04:00,66.94785276175145,68.37480642869768,66.7051737682157,66.74400329589844,124814400,0.0,0.0
13,2020-04-24 00:00:00-04:00,67.27062041354411,68.68058478279482,67.22208165212722,68.6708755493164,126161200,0.0,0.0
14,2020-04-27 00:00:00-04:00,68.38695250061332,69.05189812563647,67.93800218832392,68.71942901611328,117087600,0.0,0.0
15,2020-04-28 00:00:00-04:00,69.18292026480744,69.36492949955759,67.51329510571802,67.60550689697266,112004800,0.0,0.0
16,2020-04-29 00:00:00-04:00,69.0980050622793,70.29684010085327,68.89415555935265,69.82604217529297,137280800,0.0,0.0
17,2020-04-30 00:00:00-04:00,70.36719351970498,71.47623821292636,69.97648392480959,71.29907989501953,183064000,0.0,0.0
18,2020-05-01 00:00:00-04:00,69.46686565282405,72.56102298757865,69.3697955313602,70.1512222290039,240616800,0.0,0.0
19,2020-05-04 00:00:00-04:00,70.17549663342325,71.27240315582554,69.48385993378157,71.14378356933594,133568000,0.0,0.0
20,2020-05-05 00:00:00-04:00,71.60485804116813,73.04637175058454,71.45924917442386,72.21155548095703,147751200,0.0,0.0
