,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2020-04-06 00:00:00-04:00,56.3804517940451,59.25420957181764,55.98235353914818,58.87800979614258,63320000,0.0,0.0
1,2020-04-07 00:00:00-04:00,60.56095675968012,60.74856308077166,58.58241717885874,58.84665298461914,61620000,0.0,0.0
2,2020-04-08 00:00:00-04:00,59.868771468332326,60.45596430381323,58.915826954161616,60.062843322753906,40334000,0.0,0.0
3,2020-04-09 00:00:00-04:00,60.61917842486261,60.80877033274802,59.337305082673424,60.041439056396484,54028000,0.0,0.0
4,2020-04-13 00:00:00-04:00,59.78915284931368,60.43705624337838,58.83521365989364,60.2325325012207,38702000,0.0,0.0
5,2020-04-14 00:00:00-04:00,61.703500286214066,63.48398554877324,61.13471691802692,62.96049118041992,63358000,0.0,0.0
6,2020-04-15 00:00:00-04:00,62.028941883647406,63.45213792906103,61.40641842523156,62.56587600708008,42236000,0.0,0.0
7,2020-04-16 00:00:00-04:00,63.05553213901334,63.365053153788786,61.61541867517127,62.57234191894531,57896000,0.0,0.0
8,2020-04-17 00:00:00-04:00,63.78006595578862,64.19309218879452,62.99880134225195,63.64570999145508,51050000,0.0,0.0
9,2020-04-20 00:00:00-04:00,63.19237482499092,63.53722647703482,62.52307415846969,62.75745391845703,35292000,0.0,0.0
10,2020-04-21 00:00:00-04:00,61.83984635367317,62.202610123197196,59.9633161587621,60.31961441040039,49648000,0.0,0.0
11,2020-04-22 00:00:00-04:00,61.760223241371214,63.68949878936644,61.565654060120984,62.62110900878906,46296000,0.0,0.0
12,2020-04-23 00:00:00-04:00,62.9858614211265,64.10103222735762,62.72660289717478,63.25606918334961,34202000,0.0,0.0
13,2020-04-24 00:00:00-04:00,62.451424092845535,63.5815230301406,61.904041852137816,63.52628707885742,37402000,0.0,0.0
14,2020-04-27 00:00:00-04:00,64.29261999002367,64.39712372198137,62.95202913831528,63.24065017700195,44186000,0.0,0.0
15,2020-04-28 00:00:00-04:00,63.854715732055425,63.93233991292163,61.22627956997814,61.33625411987305,80700000,0.0,0.0
16,2020-04-29 00:00:00-04:00,66.93000841508254,67.6839037451793,66.02085713189535,66.78968048095703,108358000,0.0,0.0
17,2020-04-30 00:00:00-04:00,66.2512539359075,67.17881846187733,65.76059592377868,67.01460266113281,55842000,0.0,0.0
18,2020-05-01 00:00:00-04:00,65.88947971557204,67.24997954035189,65.171416205784,65.5525894165039,48872000,0.0,0.0
19,2020-05-04 00:00:00-04:00,65.09528031161895,65.90839414561984,64.49216102586087,65.83026123046875,30806000,0.0,0.0
20,2020-05-05 00:00:00-04:00,66.55679496980919,68.2243215628969,66.43388558474965,67.13005065917969,39666000,0.0,0.0
21,2020-05-06 00:00:00-04:00,67.57691974063604,68.1088766042414,66.93648036667742,66.95140838623047,31732000,0.0,0.0
22,2020-05-07 00:00:00-04:00,67.74161939808462,68.47262907285855,67.30520647797584,68.13822174072266,30652000,0.0,0.0
23,2020-05-08 00:00:00-04:00,68.76224962511807,69.49972107273517,68.2740821604466,68.88764953613281,33326000,0.0,0.0
24,2020-05-11 00:00:00-04:00,68.51194548372064,70.43972524742269,68.44775348367992,69.84556579589844,32718000,0.0,0.0
25,2020-05-12 00:00:00-04:00,70.07597118487982,70.38001377865767,68.39849009246208,68.43183135986328,33918000,0.0,0.0
26,2020-05-13 00:00:00-04:00,68.48059978522438,68.93692187825766,66.0845538197152,67.09571838378906,40368000,0.0,0.0
27,2020-05-14 00:00:00-04:00,66.35874795285368,67.545571123171,65.85017778912353,67.52019500732422,36660000,0.0,0.0
28,2020-05-15 00:00:00-04:00,67.09223444201076,68.40196688173432,66.63143246758034,68.32633209228516,41544000,0.0,0.0
29,2020-05-18 00:00:00-04:00,67.75506542085085,69.30664542495049,67.38781793513687,68.92945098876953,47094000,0.0,0.0
30,2020-05-19 00:00:00-04:00,68.9443854610412,69.29321213831301,68.36117519922374,68.39302062988281,31586000,0.0,0.0
31,2020-05-20 00:00:00-04:00,69.12749997341068,70.26556016251162,69.04091594784161,70.12274169921875,38262000,0.0,0.0
32,2020-05-21 00:00:00-04:00,70.21381213676726,70.48600931605345,69.38775960567644,70.00282287597656,30894000,0.0,0.0
