Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-04-06 00:00:00-04:00,27.79759564933545,28.476511977725288,27.766329911515612,28.440778732299805,148776000,0.0,0.0
2015-04-07 00:00:00-04:00,28.505546891149116,28.612743230731876,28.13482380296402,28.141523361206055,140049200,0.0,0.0
2015-04-08 00:00:00-04:00,28.105791108542423,28.22862202685145,27.909263343103138,28.049959182739258,149316800,0.0,0.0
2015-04-09 00:00:00-04:00,28.105784648045375,28.26881458361224,27.84002590093208,28.264347076416016,129936000,0.0,0.0
2015-04-10 00:00:00-04:00,28.128115878890522,28.40950918539536,27.97402096425488,28.38494300842285,160752000,0.0,0.0
2015-04-13 00:00:00-04:00,28.66857415662502,28.713242420297313,28.27551865336339,28.329116821289062,145460400,0.0,0.0
2015-04-14 00:00:00-04:00,28.36261608247333,28.427381315785674,28.119189722922986,28.206287384033203,102098400,0.0,0.0
2015-04-15 00:00:00-04:00,28.2308521354946,28.391646629805887,28.141520724973926,28.3134822845459,115881600,0.0,0.0
2015-04-16 00:00:00-04:00,28.201810359846014,28.384938932162374,28.163845075014997,28.177244186401367,113476000,0.0,0.0
2015-04-17 00:00:00-04:00,28.038791230321443,28.17055374519729,27.795363170297176,27.86012840270996,207828000,0.0,0.0
2015-04-20 00:00:00-04:00,28.04325386237419,28.612738366244688,27.9539224586725,28.49660873413086,188217200,0.0,0.0
2015-04-21 00:00:00-04:00,28.608276422917974,28.630607145708005,28.288916076860733,28.34251594543457,129740400,0.0,0.0
2015-04-22 00:00:00-04:00,28.360381781433826,28.78023720904142,28.21075264383407,28.72440528869629,150618000,0.0,0.0
2015-04-23 00:00:00-04:00,28.65294827583227,29.126401970243215,28.617215021387107,28.958906173706055,183083600,0.0,0.0
2015-04-24 00:00:00-04:00,29.142031234283216,29.173296974295226,28.86063616646502,29.095130920410156,178103600,0.0,0.0
2015-04-27 00:00:00-04:00,29.548485755502007,29.731616094752106,29.289424820435556,29.62441635131836,387816800,0.0,0.0
2015-04-28 00:00:00-04:00,30.028651258695295,30.046514480203633,28.9365786795271,29.157670974731445,475696000,0.0,0.0
2015-04-29 00:00:00-04:00,29.0683313231756,29.387688266320986,28.65294170668969,28.728872299194336,253544400,0.0,0.0
2015-04-30 00:00:00-04:00,28.72887415096198,28.72887415096198,27.822164267042012,27.949460983276367,332781600,0.0,0.0
2015-05-01 00:00:00-04:00,28.161619792405876,29.06163176398269,27.982958672716148,28.79810333251953,234050400,0.0,0.0
2015-05-04 00:00:00-04:00,28.92093040853838,29.159892627537275,28.644002898314415,28.742267608642578,203953200,0.0,0.0
2015-05-05 00:00:00-04:00,28.619439639895173,28.686438622653633,28.090154150752014,28.094621658325195,197085600,0.0,0.0
2015-05-06 00:00:00-04:00,28.26434876861224,28.306781570243007,27.549700921359097,27.91819190979004,288564000,0.0,0.0
2015-05-07 00:00:00-04:00,27.980986729477593,28.27476919935701,27.812791325039594,28.09087562561035,175763600,0.13,0.0
2015-05-08 00:00:00-04:00,28.40932697854194,28.620132446289062,28.281498531518576,28.620132446289062,222201600,0.0,0.0
2015-05-11 00:00:00-04:00,28.56855294137938,28.606676826399557,28.17385387201172,28.328594207763672,168143200,0.0,0.0
2015-05-12 00:00:00-04:00,28.16711747118376,28.454170627373536,27.992194561066356,28.22766876220703,192640000,0.0,0.0
2015-05-13 00:00:00-04:00,28.29046577960283,28.523696932639684,28.22767310589522,28.259069442749023,138776800,0.0,0.0
2015-05-14 00:00:00-04:00,28.573036269582165,28.91839599609375,28.51697113449011,28.91839599609375,180814000,0.0,0.0
2015-05-15 00:00:00-04:00,28.945307711767548,29.03949672198402,28.752443522673612,28.878028869628906,152832000,0.0,0.0
2015-05-18 00:00:00-04:00,28.790566892937537,29.31533569285124,28.78608072435578,29.19647789001465,203531600,0.0,0.0
2015-05-19 00:00:00-04:00,29.30860753376486,29.351217579534275,29.073133306369215,29.169567108154297,178532800,0.0,0.0
2015-05-20 00:00:00-04:00,29.15386707536664,29.37364142286742,29.005854313563628,29.167322158813477,145819600,0.0,0.0
2015-05-21 00:00:00-04:00,29.169569305141973,29.519415190733618,29.11574554507242,29.465591430664062,158921600,0.0,0.0
2015-05-22 00:00:00-04:00,29.512693414647334,29.819929311287904,29.46783856152022,29.723495483398438,182384000,0.0,0.0
2015-05-26 00:00:00-04:00,29.736948146420776,29.806468364377803,28.95651902510816,29.068649291992188,282790400,0.0,0.0
2015-05-27 00:00:00-04:00,29.23011642896636,29.660696232545494,29.16508238143343,29.611358642578125,183332800,0.0,0.0
2015-05-28 00:00:00-04:00,29.57099797259141,29.5911806019937,29.400561176619927,29.553056716918945,122933200,0.0,0.0
2015-05-29 00:00:00-04:00,29.429704428959123,29.479042012667847,29.131437553608613,29.216657638549805,203538000,0.0,0.0
2015-06-01 00:00:00-04:00,29.21665878592011,29.465588087337622,29.165079827087666,29.274965286254883,128451200,0.0,0.0
2015-06-02 00:00:00-04:00,29.122473852863536,29.301882969200555,29.001374666954007,29.144901275634766,134670400,0.0,0.0
2015-06-03 00:00:00-04:00,29.301879188296933,29.364671857620934,29.131439009894216,29.180776596069336,123934000,0.0,0.0
2015-06-04 00:00:00-04:00,29.059681144123864,29.283941683817417,28.909426993162494,29.010343551635742,153800400,0.0,0.0
2015-06-05 00:00:00-04:00,29.04173900210717,29.08434905085685,28.78608213155326,28.851116180419922,142507200,0.0,0.0
2015-06-08 00:00:00-04:00,28.907180282206603,28.976703919337854,28.442962775213026,28.66049575805664,210699200,0.0,0.0
2015-06-09 00:00:00-04:00,28.41380757087726,28.723288187543126,28.171607506451284,28.575275421142578,224301600,0.0,0.0
2015-06-10 00:00:00-04:00,28.687410686322938,29.00586027379526,28.671712515418594,28.90270233154297,156349200,0.0,0.0
2015-06-11 00:00:00-04:00,28.96997272313957,29.194233246174658,28.812991041403812,28.83765983581543,141563600,0.0,0.0
2015-06-12 00:00:00-04:00,28.747967124409378,28.77936347181869,28.505765263561038,28.51922035217285,147544800,0.0,0.0
2015-06-15 00:00:00-04:00,28.27925643262022,28.534913335578192,28.191794950606823,28.463150024414062,175955600,0.0,0.0
2015-06-16 00:00:00-04:00,28.487816016072244,28.67170958974671,28.33980494993042,28.615644454956055,125976400,0.0,0.0
2015-06-17 00:00:00-04:00,28.64255364625347,28.678434439445006,28.422777585681928,28.548364639282227,131672400,0.0,0.0
2015-06-18 00:00:00-04:00,28.5326664043,28.77486646294574,28.530423320052066,28.678434371948242,141628800,0.0,0.0
2015-06-19 00:00:00-04:00,28.640307689720753,28.664976481116188,28.34652698797561,28.39137840270996,218867600,0.0,0.0
2015-06-22 00:00:00-04:00,28.590971805228726,28.718800226883594,28.499025886270193,28.617883682250977,136157200,0.0,0.0
2015-06-23 00:00:00-04:00,28.588732211470873,28.617885463497288,28.454174528956322,28.48781394958496,121075600,0.0,0.0
2015-06-24 00:00:00-04:00,28.52818188866539,29.109017552550675,28.50799926218056,28.730016708374023,221123600,0.0,0.0
2015-06-25 00:00:00-04:00,28.89820845495229,28.974456204445893,28.59321403503418,28.59321403503418,127752400,0.0,0.0
2015-06-26 00:00:00-04:00,28.63133948063868,28.70310277685248,28.371198173478145,28.425020217895508,176267200,0.0,0.0
2015-06-29 00:00:00-04:00,28.135722600023964,28.362226187922754,27.9159482644552,27.927160263061523,196645600,0.0,0.0
2015-06-30 00:00:00-04:00,28.160397958404925,28.283741948637296,28.001173168905485,28.12900161743164,177482800,0.0,0.0
2015-07-01 00:00:00-04:00,28.45865723578329,28.46762786092452,28.25457936350685,28.39137840270996,120955200,0.0,0.0
2015-07-02 00:00:00-04:00,28.35325999781449,28.411568216992972,28.20524722089345,28.35550308227539,108844000,0.0,0.0
2015-07-06 00:00:00-04:00,28.019108898355626,28.30840516396191,27.998924562583504,28.256824493408203,112241600,0.0,0.0
2015-07-07 00:00:00-04:00,28.23216260143077,28.290470827837684,27.756729584136583,28.18731117248535,187787200,0.0,0.0
2015-07-08 00:00:00-04:00,27.915950183579728,27.951830976947246,27.480884228809224,27.487611770629883,243046400,0.0,0.0
2015-07-09 00:00:00-04:00,27.77466839994035,27.82176290948722,26.736342683422965,26.926963806152344,314380000,0.0,0.0
2015-07-10 00:00:00-04:00,27.346330839029708,27.774667581412114,27.182619891739044,27.646839141845703,245418000,0.0,0.0
2015-07-13 00:00:00-04:00,28.03929300684639,28.203003941989035,27.88006824032245,28.180578231811523,165762000,0.0,0.0
2015-07-14 00:00:00-04:00,28.265798938111953,28.339805327655316,28.04153839596029,28.16936683654785,127072400,0.0,0.0
2015-07-15 00:00:00-04:00,28.194035260924476,28.51472790040736,28.162638922315423,28.44072151184082,134596800,0.0,0.0
2015-07-16 00:00:00-04:00,28.647039460284496,28.833177820731756,28.559577990959436,28.819719314575195,144889600,0.0,0.0
2015-07-17 00:00:00-04:00,28.94755010941288,29.068649291992188,28.774868540267114,29.068649291992188,184658800,0.0,0.0
2015-07-20 00:00:00-04:00,29.371403616951767,29.81992470335623,29.310852312142753,29.618091583251953,235600800,0.0,0.0
2015-07-21 00:00:00-04:00,29.793009976164154,29.808706432376386,29.225631162402244,29.32206153869629,307025600,0.0,0.0
2015-07-22 00:00:00-04:00,27.35754306093514,28.14469804304387,27.35754306093514,28.081905364990234,461802400,0.0,0.0
2015-07-23 00:00:00-04:00,28.30167462173187,28.501266331307747,28.046017786747672,28.068445205688477,203998000,0.0,0.0
2015-07-24 00:00:00-04:00,28.104332350960387,28.198521372310356,27.78588277726922,27.920438766479492,168649200,0.0,0.0
2015-07-27 00:00:00-04:00,27.60423402041474,27.720850480368348,27.38670269464166,27.532470703125,177822000,0.0,0.0
2015-07-28 00:00:00-04:00,27.669260025024414,27.788119527889297,27.483125109347384,27.669260025024414,134472400,0.0,0.0
2015-07-29 00:00:00-04:00,27.61767914508221,27.69616997285141,27.42032882272339,27.581796646118164,148046800,0.0,0.0
2015-07-30 00:00:00-04:00,27.431546757132665,27.48761188717185,27.2947477029593,27.442760467529297,134513200,0.0,0.0
2015-07-31 00:00:00-04:00,27.494338389328547,27.503309015112233,27.11533928805639,27.202800750732422,171540000,0.0,0.0
2015-08-03 00:00:00-04:00,27.24765327198211,27.48761196075328,26.355095646541358,26.561416625976562,279904000,0.0,0.0
2015-08-04 00:00:00-04:00,26.33267450508327,26.395467188033553,25.397508381918815,25.709230422973633,496554400,0.0,0.0
2015-08-05 00:00:00-04:00,25.33022791927526,26.337159000050413,25.139606797874173,25.879667282104492,397250400,0.0,0.0
2015-08-06 00:00:00-04:00,26.125221851821575,26.244617691647207,25.708462172135405,25.935989379882812,211612000,0.13,0.0
2015-08-07 00:00:00-04:00,25.812085811321772,26.18829575505284,25.794063345836992,26.02384376525879,154681600,0.0,0.0
2015-08-10 00:00:00-04:00,26.25136948728456,27.03082297860559,26.25136948728456,26.969999313354492,219806400,0.0,0.0
2015-08-11 00:00:00-04:00,26.539718880013126,26.62307147387288,25.530485116695104,25.5665283203125,388331200,0.0,0.0
2015-08-12 00:00:00-04:00,25.35026716114142,26.00131361469032,24.696967469981434,25.960763931274414,404870000,0.0,0.0
2015-08-13 00:00:00-04:00,26.140985908104913,26.222085277355692,25.803072442465577,25.94049072265625,194143200,0.0,0.0
